TIMESTAMP,PIDS_A,PIDS_B,PIDS_C,MIDS_A,MIDS_B,MIDS_C,MIDS_D,MIDS_E,MIDS_F,
2017-11-07 13:27:31.963058,null,null,null,null,null,null,null,null,null,
2017-11-07 13:27:36.970687,null,null,null,null,null,null,null,null,null,
