TIMESTAMP,PIDS_A,PIDS_B,PIDS_C,MIDS_A,MIDS_B,MIDS_C,MIDS_D,MIDS_E,MIDS_F,
2017-11-06 21:53:45.218005,11111111111111111111111111111111,11111111111111111111111111111111,11111111111111111111111111111110,,null,null,null,null,null,
2017-11-06 21:53:50.421302,11111111111111111111111111111111,11111111111111111111111111111111,11111111111111111111111111111110,,null,null,null,null,null,
